epoch,loss,top-1,top-5,lr
0,1.673981924775107,98.47999572753906,99.43999481201172,0.1
1,1.9028886010373012,91.73999786376953,97.72000122070312,0.1
2,0.927106426112086,90.28499603271484,99.8949966430664,0.1
3,0.9565784148176143,90.16500091552734,99.90999603271484,0.099
4,0.9400571752823307,90.22000122070312,99.97999572753906,0.099
